query_id,bucket_id,bucket_name,bucket_description,bucket_order,query,hotel_id,hotel_name,location,relevance,note,query_location,query_categories,query_descriptors,bm25_rank,bm25_score,vector_rank,vector_score,hybrid_rank,hybrid_score,bm25_loc_match,vector_loc_match,hybrid_loc_match,bm25_desc_match,vector_desc_match,hybrid_desc_match,bm25_cat_match,vector_cat_match,hybrid_cat_match,source
Q002,bucket_1_short,short_1_2_attributes,"Truy vấn ngắn, thường chỉ 1-2 thuộc tính, ví dụ loại chỗ ở + địa điểm hoặc thêm 1 tiêu chí cơ bản.",1,homestay đà nẵng giá rẻ,9000007767434,,Thành Phố Đà Nẵng,1,partial_match,đà_nẵng,budget,homestay,,,,,,,False,False,False,False,False,False,False,False,False,bucketed_v2
Q002,bucket_1_short,short_1_2_attributes,"Truy vấn ngắn, thường chỉ 1-2 thuộc tính, ví dụ loại chỗ ở + địa điểm hoặc thêm 1 tiêu chí cơ bản.",1,homestay đà nẵng giá rẻ,1000000413455,1000000413455,Thành Phố Đà Nẵng,1,partial_match,đà_nẵng,budget,homestay,12,1.012916,,,,,True,False,False,True,False,False,True,False,False,bucketed_v2
Q002,bucket_1_short,short_1_2_attributes,"Truy vấn ngắn, thường chỉ 1-2 thuộc tính, ví dụ loại chỗ ở + địa điểm hoặc thêm 1 tiêu chí cơ bản.",1,homestay đà nẵng giá rẻ,3000020021604,,Thành Phố Đà Nẵng,1,partial_match,đà_nẵng,budget,homestay,,,,,,,False,False,False,False,False,False,False,False,False,bucketed_v2
Q002,bucket_1_short,short_1_2_attributes,"Truy vấn ngắn, thường chỉ 1-2 thuộc tính, ví dụ loại chỗ ở + địa điểm hoặc thêm 1 tiêu chí cơ bản.",1,homestay đà nẵng giá rẻ,1000000389711,,Thành Phố Đà Nẵng,1,partial_match,đà_nẵng,budget,homestay,,,,,,,False,False,False,False,False,False,False,False,False,bucketed_v2
Q002,bucket_1_short,short_1_2_attributes,"Truy vấn ngắn, thường chỉ 1-2 thuộc tính, ví dụ loại chỗ ở + địa điểm hoặc thêm 1 tiêu chí cơ bản.",1,homestay đà nẵng giá rẻ,3000010040227,3000010040227,Thành Phố Đà Nẵng,1,partial_match,đà_nẵng,budget,homestay,15,0.866426,,,,,True,False,False,True,False,False,True,False,False,bucketed_v2
Q002,bucket_1_short,short_1_2_attributes,"Truy vấn ngắn, thường chỉ 1-2 thuộc tính, ví dụ loại chỗ ở + địa điểm hoặc thêm 1 tiêu chí cơ bản.",1,homestay đà nẵng giá rẻ,3000010026691,,Thành Phố Đà Nẵng,1,partial_match,đà_nẵng,budget,homestay,,,,,,,False,False,False,False,False,False,False,False,False,bucketed_v2
Q002,bucket_1_short,short_1_2_attributes,"Truy vấn ngắn, thường chỉ 1-2 thuộc tính, ví dụ loại chỗ ở + địa điểm hoặc thêm 1 tiêu chí cơ bản.",1,homestay đà nẵng giá rẻ,9000000416386,9000000416386,Thành Phố Đà Nẵng,0,insufficient_signal,đà_nẵng,budget,homestay,4,2.669104,4,3.855432,4,5.543290,True,True,True,True,True,True,True,True,True,bucketed_v2
Q002,bucket_1_short,short_1_2_attributes,"Truy vấn ngắn, thường chỉ 1-2 thuộc tính, ví dụ loại chỗ ở + địa điểm hoặc thêm 1 tiêu chí cơ bản.",1,homestay đà nẵng giá rẻ,1000000179546,1000000179546,Thành Phố Đà Nẵng,0,insufficient_signal,đà_nẵng,budget,homestay,10,1.289766,6,3.840920,9,4.740125,True,True,True,True,True,True,True,True,True,bucketed_v2
Q002,bucket_1_short,short_1_2_attributes,"Truy vấn ngắn, thường chỉ 1-2 thuộc tính, ví dụ loại chỗ ở + địa điểm hoặc thêm 1 tiêu chí cơ bản.",1,homestay đà nẵng giá rẻ,1000000397928,1000000397928,Thành Phố Đà Nẵng,0,insufficient_signal,đà_nẵng,budget,homestay,,,8,3.670626,13,4.176165,False,True,True,False,True,True,False,True,True,bucketed_v2
Q002,bucket_1_short,short_1_2_attributes,"Truy vấn ngắn, thường chỉ 1-2 thuộc tính, ví dụ loại chỗ ở + địa điểm hoặc thêm 1 tiêu chí cơ bản.",1,homestay đà nẵng giá rẻ,9000000784555,,Thành Phố Huế,0,location_miss,đà_nẵng,budget,homestay,,,,,,,False,False,False,False,False,False,False,False,False,bucketed_v2
Q002,bucket_1_short,short_1_2_attributes,"Truy vấn ngắn, thường chỉ 1-2 thuộc tính, ví dụ loại chỗ ở + địa điểm hoặc thêm 1 tiêu chí cơ bản.",1,homestay đà nẵng giá rẻ,4000000979959,,TP Cần Thơ,0,location_miss,đà_nẵng,budget,homestay,,,,,,,False,False,False,False,False,False,False,False,False,bucketed_v2
Q002,bucket_1_short,short_1_2_attributes,"Truy vấn ngắn, thường chỉ 1-2 thuộc tính, ví dụ loại chỗ ở + địa điểm hoặc thêm 1 tiêu chí cơ bản.",1,homestay đà nẵng giá rẻ,9000003369510,,Sơn La,0,location_miss,đà_nẵng,budget,homestay,,,,,,,False,False,False,False,False,False,False,False,False,bucketed_v2
Q002,bucket_1_short,short_1_2_attributes,"Truy vấn ngắn, thường chỉ 1-2 thuộc tính, ví dụ loại chỗ ở + địa điểm hoặc thêm 1 tiêu chí cơ bản.",1,homestay đà nẵng giá rẻ,9000007484614,,Lào Cai,0,location_miss,đà_nẵng,budget,homestay,,,,,,,False,False,False,False,False,False,False,False,False,bucketed_v2
Q002,bucket_1_short,short_1_2_attributes,"Truy vấn ngắn, thường chỉ 1-2 thuộc tính, ví dụ loại chỗ ở + địa điểm hoặc thêm 1 tiêu chí cơ bản.",1,homestay đà nẵng giá rẻ,9000000975279,,Thành Phố Huế,0,location_miss,đà_nẵng,budget,homestay,,,,,,,False,False,False,False,False,False,False,False,False,bucketed_v2
Q003,bucket_1_short,short_1_2_attributes,"Truy vấn ngắn, thường chỉ 1-2 thuộc tính, ví dụ loại chỗ ở + địa điểm hoặc thêm 1 tiêu chí cơ bản.",1,resort đà nẵng có bể bơi,1000000486582,1000000486582,Thành Phố Đà Nẵng,2,strong_match,đà_nẵng,luxury,resort,2,4.293194,4,5.504624,2,8.939469,True,True,True,True,True,True,True,True,True,bucketed_v2
Q003,bucket_1_short,short_1_2_attributes,"Truy vấn ngắn, thường chỉ 1-2 thuộc tính, ví dụ loại chỗ ở + địa điểm hoặc thêm 1 tiêu chí cơ bản.",1,resort đà nẵng có bể bơi,1000000179546,1000000179546,Thành Phố Đà Nẵng,2,strong_match,đà_nẵng,luxury,resort,4,3.639443,2,6.064203,3,8.627862,True,True,True,True,True,True,True,True,True,bucketed_v2
Q003,bucket_1_short,short_1_2_attributes,"Truy vấn ngắn, thường chỉ 1-2 thuộc tính, ví dụ loại chỗ ở + địa điểm hoặc thêm 1 tiêu chí cơ bản.",1,resort đà nẵng có bể bơi,9000002809365,9000002809365,Thành Phố Đà Nẵng,2,strong_match,đà_nẵng,luxury,resort,3,3.771161,5,5.413782,4,8.340163,True,True,True,True,True,True,True,True,True,bucketed_v2
Q003,bucket_1_short,short_1_2_attributes,"Truy vấn ngắn, thường chỉ 1-2 thuộc tính, ví dụ loại chỗ ở + địa điểm hoặc thêm 1 tiêu chí cơ bản.",1,resort đà nẵng có bể bơi,1000000389711,1000000389711,Thành Phố Đà Nẵng,2,strong_match,đà_nẵng,luxury,resort,5,3.055911,3,5.513358,5,8.043511,True,True,True,True,True,True,True,True,True,bucketed_v2
Q003,bucket_1_short,short_1_2_attributes,"Truy vấn ngắn, thường chỉ 1-2 thuộc tính, ví dụ loại chỗ ở + địa điểm hoặc thêm 1 tiêu chí cơ bản.",1,resort đà nẵng có bể bơi,1000000453286,1000000453286,Thành Phố Đà Nẵng,2,strong_match,đà_nẵng,luxury,resort,6,2.965048,6,5.337533,6,7.889640,True,True,True,True,True,True,True,True,True,bucketed_v2
Q003,bucket_1_short,short_1_2_attributes,"Truy vấn ngắn, thường chỉ 1-2 thuộc tính, ví dụ loại chỗ ở + địa điểm hoặc thêm 1 tiêu chí cơ bản.",1,resort đà nẵng có bể bơi,3000020021604,3000020021604,Thành Phố Đà Nẵng,2,strong_match,đà_nẵng,luxury,resort,14,0.493798,10,3.521131,11,4.158356,True,True,True,True,True,True,True,True,True,bucketed_v2
Q003,bucket_1_short,short_1_2_attributes,"Truy vấn ngắn, thường chỉ 1-2 thuộc tính, ví dụ loại chỗ ở + địa điểm hoặc thêm 1 tiêu chí cơ bản.",1,resort đà nẵng có bể bơi,9000000099388,9000000099388,Thành Phố Đà Nẵng,2,strong_match,đà_nẵng,luxury,resort,9,1.016122,,,,,True,False,False,True,False,False,True,False,False,bucketed_v2
