query_id,query,hotel_id,hotel_name,location,relevance,note,query_location,query_categories,query_descriptors,bm25_rank,bm25_score,vector_rank,vector_score,hybrid_rank,hybrid_score,bm25_loc_match,vector_loc_match,hybrid_loc_match,bm25_desc_match,vector_desc_match,hybrid_desc_match,bm25_cat_match,vector_cat_match,hybrid_cat_match
Q2,homestay bình dân tại sapa,9000000925361,Sapa Cat Cat Hills Resort & Spa,Lào Cai,1,strong_match,sapa,,homestay,,,2,4.108447,3,5.838192,False,True,True,False,True,True,False,False,False
Q2,homestay bình dân tại sapa,1000000470833,Hotel Sapa Square Affiliated by Meliá,Sa Pa,1,strong_match,sapa,,homestay,,,3,4.049682,4,5.817524,False,True,True,False,True,True,False,False,False
Q2,homestay bình dân tại sapa,3000020000718,Pao's Sapa Leisure Hotel,Lào Cai,1,strong_match,sapa,,homestay,,,6,3.946929,5,5.770319,False,True,True,False,True,True,False,False,False
Q2,homestay bình dân tại sapa,3000020006744,Sapa Clover Hotel,Lào Cai,1,strong_match,sapa,,homestay,2,2.486474,,,6,5.738189,True,False,True,True,False,True,False,False,False
Q2,homestay bình dân tại sapa,3000020004882,Golden Town Sapa,Lào Cai,1,strong_match,sapa,,homestay,10,2.155881,9,3.906735,7,5.726232,True,True,True,True,True,True,False,False,False
Q2,homestay bình dân tại sapa,1000000513951,Amazing Hotel Sapa,Lào Cai,1,strong_match,sapa,,homestay,,,5,3.972723,8,5.706251,False,True,True,False,True,True,False,False,False
Q2,homestay bình dân tại sapa,3000010026143,Sapa Jade Hill Resort And Spa,Lào Cai,1,strong_match,sapa,,homestay,,,8,3.906847,9,5.702507,False,True,True,False,True,True,False,False,False
Q2,homestay bình dân tại sapa,9000000181875,KK Sapa Hotel,Lào Cai,1,strong_match,sapa,,homestay,8,2.169122,7,3.922401,10,5.666057,True,True,True,True,True,True,False,False,False
Q2,homestay bình dân tại sapa,1000000541007,Sapa Mountain City Hotel,Lào Cai,1,strong_match,sapa,,homestay,3,2.384630,,,,,True,False,False,True,False,False,False,False,False
Q2,homestay bình dân tại sapa,1000000475185,Sapa Panorama Hotel,Lào Cai,1,strong_match,sapa,,homestay,7,2.169238,10,3.886348,,,True,True,False,True,True,False,False,False,False
Q2,homestay bình dân tại sapa,1000000536612,DeLaSol Sapa Hotel,Lào Cai,1,strong_match,sapa,,homestay,5,2.188903,,,,,True,False,False,True,False,False,False,False,False
Q2,homestay bình dân tại sapa,3000010033057,Sapa Diamond Hotel,Lào Cai,1,strong_match,sapa,,homestay,9,2.158721,,,,,True,False,False,True,False,False,False,False,False
Q2,homestay bình dân tại sapa,3000010022207,Glow Sapa Hotel,Lào Cai,1,strong_match,sapa,,homestay,6,2.177811,,,,,True,False,False,True,False,False,False,False,False
Q3,resort 5 sao sang trọng ở phú quốc,3000010033024,Tom Hill Boutique Resort and Spa - Sea View,Phú Quốc,1,strong_match,phú_quốc,luxury,"resort,sang",,,1,6.231897,1,9.343902,False,True,True,False,True,True,False,True,True
Q3,resort 5 sao sang trọng ở phú quốc,3000020017782,Radisson Blu Resort Phu Quoc,Phú Quốc,1,strong_match,phú_quốc,luxury,"resort,sang",1,5.360505,,,2,9.151055,True,False,True,True,False,True,True,False,True
Q3,resort 5 sao sang trọng ở phú quốc,9000000434682,Sunset Beach Resort & Spa - Beachfront Pirate Fire Show,Phú Quốc,1,strong_match,phú_quốc,luxury,"resort,sang",,,,,3,8.134994,False,False,True,False,False,True,False,False,True
Q3,resort 5 sao sang trọng ở phú quốc,9000000890249,Vinholidays Fiesta Phu Quoc,Phú Quốc,1,strong_match,phú_quốc,luxury,"resort,sang",3,2.390629,3,4.262404,4,6.306340,True,True,True,True,True,True,True,True,True
Q3,resort 5 sao sang trọng ở phú quốc,3000020018435,Best Western Premier Sonasea Phu Quoc,Phú Quốc,1,strong_match,phú_quốc,luxury,"resort,sang",4,1.786824,4,4.209094,5,5.782447,True,True,True,True,True,True,True,True,True
Q3,resort 5 sao sang trọng ở phú quốc,9000001152652,Wyndham Garden Grandworld Phu Quoc,Phú Quốc,1,strong_match,phú_quốc,luxury,"resort,sang",6,0.548413,6,2.212396,6,2.784245,True,True,True,True,True,True,True,True,True
Q3,resort 5 sao sang trọng ở phú quốc,9000001086188,La Festa Phu Quoc  Curio Collection by Hilton,Phú Quốc,1,strong_match,phú_quốc,luxury,"resort,sang",,,7,0.976040,7,1.054123,False,True,True,False,True,True,False,True,True
Q3,resort 5 sao sang trọng ở phú quốc,9000000985383,The Tahiti Beach Hotel Phu Quoc,Phú Quốc,1,strong_match,phú_quốc,luxury,"resort,sang",8,0.294726,8,0.664540,8,0.929906,True,True,True,True,True,True,True,True,True
Q3,resort 5 sao sang trọng ở phú quốc,9000000473518,Stellar Hotel Phu Quoc,Phú Quốc,1,strong_match,phú_quốc,luxury,"resort,sang",7,0.407730,9,0.506509,9,0.840595,True,True,True,True,True,True,True,True,True
Q3,resort 5 sao sang trọng ở phú quốc,3000020012744,Wyndham Grand Phu Quoc,Phú Quốc,1,strong_match,phú_quốc,luxury,"resort,sang",5,1.741244,5,3.804814,,,True,True,False,True,True,False,True,True,False
Q3,resort 5 sao sang trọng ở phú quốc,3000020008174,The Palmy Phu Quoc Resort & Spa,Phú Quốc,1,strong_match,phú_quốc,luxury,"resort,sang",2,4.250664,,,,,True,False,False,True,False,False,True,False,False
Q3,resort 5 sao sang trọng ở phú quốc,1000000626112,SOL by Melia Phu Quoc,Phú Quốc,1,strong_match,phú_quốc,luxury,"resort,sang",,,2,4.373428,,,False,True,False,False,True,False,False,True,False
Q4,chỗ ở tiết kiệm gần trung tâm hà nội,9000002452279,Libré Homestay,Hà Nội,1,strong_match,hà_nội,,,1,3.659829,,,1,5.900486,True,False,True,True,False,True,False,False,False
Q4,chỗ ở tiết kiệm gần trung tâm hà nội,3000020015251,Granda Suites Hanoi,Hà Nội,1,strong_match,hà_nội,,,,,1,4.540213,2,5.641571,False,True,True,False,True,True,False,False,False
Q4,chỗ ở tiết kiệm gần trung tâm hà nội,1000000448912,Hanoi Brilliant Hotel and Spa,Hà Nội,1,strong_match,hà_nội,,,2,3.193385,8,3.841132,3,5.510403,True,True,True,True,True,True,False,False,False
Q4,chỗ ở tiết kiệm gần trung tâm hà nội,1000000709562,Lotus Village Hotel Hanoi,Hà Nội,1,strong_match,hà_nội,,,5,2.676221,3,4.132533,4,5.331604,True,True,True,True,True,True,False,False,False
Q4,chỗ ở tiết kiệm gần trung tâm hà nội,9000003314202,Le Grand Hanoi Hotel - The Central Park,Hà Nội,1,strong_match,hà_nội,,,,,4,4.004550,5,5.253473,False,True,True,False,True,True,False,False,False
Q4,chỗ ở tiết kiệm gần trung tâm hà nội,9000000973982,3T Hotel Hanoi,Hà Nội,1,strong_match,hà_nội,,,7,2.479469,6,3.891800,6,5.196343,True,True,True,True,True,True,False,False,False
Q4,chỗ ở tiết kiệm gần trung tâm hà nội,3000010024108,Eternity Hotel Hanoi,Hà Nội,1,strong_match,hà_nội,,,,,2,4.393680,7,5.046251,False,True,True,False,True,True,False,False,False
Q4,chỗ ở tiết kiệm gần trung tâm hà nội,9000000326462,Old Quarter Hotel 1961,Hà Nội,1,strong_match,hà_nội,,,10,2.161044,7,3.873794,8,5.035697,True,True,True,True,True,True,False,False,False
Q4,chỗ ở tiết kiệm gần trung tâm hà nội,9000002446773,Crescendo Urban Stay,Hà Nội,1,strong_match,hà_nội,,,,,5,3.978777,9,5.025666,False,True,True,False,True,True,False,False,False
Q4,chỗ ở tiết kiệm gần trung tâm hà nội,9000001039894,22land Residence Hotel 71 Hang Bong,Hà Nội,1,strong_match,hà_nội,,,9,2.260711,,,10,5.003096,True,False,True,True,False,True,False,False,False
Q4,chỗ ở tiết kiệm gần trung tâm hà nội,3000010020731,M Village Hotel Ho Guom,Hà Nội,1,strong_match,hà_nội,,,3,3.117474,,,,,True,False,False,True,False,False,False,False,False
Q4,chỗ ở tiết kiệm gần trung tâm hà nội,3000020019407,Western Hanoi Boutique Hotel,Hà Nội,1,strong_match,hà_nội,,,,,9,3.727441,,,False,True,False,False,True,False,False,False,False
Q4,chỗ ở tiết kiệm gần trung tâm hà nội,1000000308502,La Beaute Boutique Hotel & Spa,Hà Nội,1,strong_match,hà_nội,,,8,2.437823,,,,,True,False,False,True,False,False,False,False,False
Q4,chỗ ở tiết kiệm gần trung tâm hà nội,9000001072104,Ha Noi Le Grand Hotel,Hà Nội,1,strong_match,hà_nội,,,4,2.808752,,,,,True,False,False,True,False,False,False,False,False
Q4,chỗ ở tiết kiệm gần trung tâm hà nội,9000002216268,Eli Rina Hotel,Hà Nội,1,strong_match,hà_nội,,,6,2.654268,,,,,True,False,False,True,False,False,False,False,False
Q4,chỗ ở tiết kiệm gần trung tâm hà nội,9000001129243,Grand K Hotel Suites Hanoi,Hà Nội,0,too_many_negative_signals,hà_nội,,,,,10,3.675710,,,False,True,False,False,True,False,False,False,False
Q5,khách sạn cao cấp view đẹp nha trang,9000000928831,La Vague Hotel Nha Trang,Khánh Hòa,1,strong_match,khánh_hòa,,"view,đẹp",4,2.751820,1,5.070262,1,6.747000,True,True,True,True,True,True,False,False,False
Q5,khách sạn cao cấp view đẹp nha trang,3000020003605,Majestic Premium Hotel,Khánh Hòa,1,strong_match,khánh_hòa,,"view,đẹp",10,2.102428,,,2,6.740406,True,False,True,True,False,True,False,False,False
Q5,khách sạn cao cấp view đẹp nha trang,2000000285030,Ruby Luxury Hotel,Khánh Hòa,1,strong_match,khánh_hòa,,"view,đẹp",2,3.050280,,,3,6.689084,True,False,True,True,False,True,False,False,False
Q5,khách sạn cao cấp view đẹp nha trang,3000020011428,Comodo Nha Trang Hotel,Khánh Hòa,1,strong_match,khánh_hòa,,"view,đẹp",3,2.985337,,,4,6.412037,True,False,True,True,False,True,False,False,False
Q5,khách sạn cao cấp view đẹp nha trang,1000000435835,Muong Thanh Grand Nha Trang Hotel,Khánh Hòa,1,strong_match,khánh_hòa,,"view,đẹp",9,2.211652,2,4.681283,5,6.117883,True,True,True,True,True,True,False,False,False
Q5,khách sạn cao cấp view đẹp nha trang,9000000874232,Masova Hotel,Nha Trang,1,strong_match,khánh_hòa,,"view,đẹp",6,2.409634,4,4.399898,6,6.003728,True,True,True,True,True,True,False,False,False
Q5,khách sạn cao cấp view đẹp nha trang,3000020019413,Vesna Hotel Nha Trang,Khánh Hòa,1,strong_match,khánh_hòa,,"view,đẹp",8,2.251997,,,7,5.985275,True,False,True,True,False,True,False,False,False
Q5,khách sạn cao cấp view đẹp nha trang,3000020002678,Melissa Hotel Nha Trang,Khánh Hòa,1,strong_match,khánh_hòa,,"view,đẹp",5,2.545549,3,4.421361,8,5.872203,True,True,True,True,True,True,False,False,False
Q5,khách sạn cao cấp view đẹp nha trang,3000020018320,Libra Hotel Nha Trang,Khánh Hòa,1,strong_match,khánh_hòa,,"view,đẹp",7,2.331850,,,9,5.778724,True,False,True,True,False,True,False,False,False
Q5,khách sạn cao cấp view đẹp nha trang,1000000430754,Sun City Hotel Nha Trang,Khánh Hòa,1,strong_match,khánh_hòa,,"view,đẹp",,,,,10,5.694327,False,False,True,False,False,True,False,False,False
Q5,khách sạn cao cấp view đẹp nha trang,3000020017982,Muong Thanh Luxury Khanh Hoa,Khánh Hòa,1,strong_match,khánh_hòa,,"view,đẹp",1,3.328824,5,3.638332,,,True,True,False,True,True,False,False,False,False
Q5,khách sạn cao cấp view đẹp nha trang,9000003314254,Panorama Nha Trang Sanvilla,Khánh Hòa,1,strong_match,khánh_hòa,,"view,đẹp",,,8,3.310533,,,False,True,False,False,True,False,False,False,False
Q5,khách sạn cao cấp view đẹp nha trang,3000010036554,Duyen Ha Resort Cam Ranh,Khánh Hòa,1,strong_match,khánh_hòa,,"view,đẹp",,,6,3.347448,,,False,True,False,False,True,False,False,False,False
Q5,khách sạn cao cấp view đẹp nha trang,9000002210045,Best Western Premier Marvella Nha Trang,Khánh Hòa,1,strong_match,khánh_hòa,,"view,đẹp",,,7,3.345702,,,False,True,False,False,True,False,False,False,False
Q6,phòng dorm cho sinh viên ở đà nẵng,9000000416386,RHM Luxury Hotel And Suite,Thành Phố Đà Nẵng,1,strong_match,đà_nẵng,,,7,2.956323,1,4.638103,1,6.012764,True,True,True,True,True,True,False,False,False
Q6,phòng dorm cho sinh viên ở đà nẵng,1000000413455,Quoc Cuong Center Da Nang Hotel by Haviland,Thành Phố Đà Nẵng,1,strong_match,đà_nẵng,,,5,3.048735,3,4.118510,2,5.950124,True,True,True,True,True,True,False,False,False
Q6,phòng dorm cho sinh viên ở đà nẵng,9000000099388,Chicland Hotel Danang,Thành Phố Đà Nẵng,1,strong_match,đà_nẵng,,,2,3.391368,,,3,5.605529,True,False,True,True,False,True,False,False,False
Q6,phòng dorm cho sinh viên ở đà nẵng,3000020011694,Orchide'es Ocean Hotel,Thành Phố Đà Nẵng,1,strong_match,đà_nẵng,,,10,2.678809,2,4.287570,4,5.353880,True,True,True,True,True,True,False,False,False
Q6,phòng dorm cho sinh viên ở đà nẵng,9000000809267,Gold Plaza Hotel Da Nang,Thành Phố Đà Nẵng,1,strong_match,đà_nẵng,,,4,3.254109,10,3.543863,5,5.321120,True,True,True,True,True,True,False,False,False
Q6,phòng dorm cho sinh viên ở đà nẵng,3000020012109,Melia Vinpearl Danang Riverfront,Thành Phố Đà Nẵng,1,strong_match,đà_nẵng,,,1,3.697482,,,6,5.259074,True,False,True,True,False,True,False,False,False
Q6,phòng dorm cho sinh viên ở đà nẵng,3000010031123,Adina Hotel,Thành Phố Đà Nẵng,1,strong_match,đà_nẵng,,,,,4,4.051630,7,5.123040,False,True,True,False,True,True,False,False,False
Q6,phòng dorm cho sinh viên ở đà nẵng,9000000985575,Record Hotel,Thành Phố Đà Nẵng,1,strong_match,đà_nẵng,,,3,3.390824,,,8,5.042581,True,False,True,True,False,True,False,False,False
Q6,phòng dorm cho sinh viên ở đà nẵng,9000000303891,Glamour Hotel Da Nang,Thành Phố Đà Nẵng,1,strong_match,đà_nẵng,,,6,3.037158,,,9,4.901282,True,False,True,True,False,True,False,False,False
Q6,phòng dorm cho sinh viên ở đà nẵng,1000000397928,Da Nang Mikazuki Japanese Resorts & Spa,Thành Phố Đà Nẵng,1,strong_match,đà_nẵng,,,,,8,3.670937,,,False,True,False,False,True,False,False,False,False
Q6,phòng dorm cho sinh viên ở đà nẵng,1000000419767,Gold Hotel Da Nang by Haviland,Thành Phố Đà Nẵng,1,strong_match,đà_nẵng,,,,,9,3.612962,,,False,True,False,False,True,False,False,False,False
Q6,phòng dorm cho sinh viên ở đà nẵng,1000000440516,Eden Plaza Danang,Thành Phố Đà Nẵng,1,strong_match,đà_nẵng,,,,,5,4.021178,,,False,True,False,False,True,False,False,False,False
Q6,phòng dorm cho sinh viên ở đà nẵng,1000000503956,Doha Central Bliss Danang Hotel by Haviland,Thành Phố Đà Nẵng,1,strong_match,đà_nẵng,,,9,2.842400,,,,,True,False,False,True,False,False,False,False,False
Q6,phòng dorm cho sinh viên ở đà nẵng,3000010040227,Muong Thanh Luxury Da Nang Hotel,Thành Phố Đà Nẵng,1,strong_match,đà_nẵng,,,8,2.931027,,,,,True,False,False,True,False,False,False,False,False
Q6,phòng dorm cho sinh viên ở đà nẵng,9000000134494,Davue Hotel Da Nang,Thành Phố Đà Nẵng,1,strong_match,đà_nẵng,,,,,7,3.702244,,,False,True,False,False,True,False,False,False,False
Q6,phòng dorm cho sinh viên ở đà nẵng,1000000441652,Muong Thanh Grand Da Nang Hotel,Thành Phố Đà Nẵng,0,too_many_negative_signals,đà_nẵng,,,,,6,3.747777,10,4.721079,False,True,True,False,True,True,False,False,False
Q7,nhà nghỉ giá mềm ở vũng tàu,9000003303985,Victory Vung Tau Hotel (New Wing),Vũng Tàu,1,strong_match,vũng_tàu,,,1,3.003076,8,3.900107,2,5.541328,True,True,True,True,True,True,False,False,False
Q7,nhà nghỉ giá mềm ở vũng tàu,9000000730242,Fusion Suites Vung Tau,Vũng Tàu,1,strong_match,vũng_tàu,,,2,2.981827,,,3,5.312954,True,False,True,True,False,True,False,False,False
Q7,nhà nghỉ giá mềm ở vũng tàu,9000003344943,The Song Apartment 5 Star - Windy's Home,Vũng Tàu,1,strong_match,vũng_tàu,,,,,7,4.046878,5,5.303821,False,True,True,False,True,True,False,False,False
Q7,nhà nghỉ giá mềm ở vũng tàu,1000000324420,The Imperial Vung Tau Hotel & Resort,Vũng Tàu,1,strong_match,vũng_tàu,,,,,3,4.144966,6,4.981493,False,True,True,False,True,True,False,False,False
Q7,nhà nghỉ giá mềm ở vũng tàu,3000020020369,Nolis Hotel Vung Tau,Vũng Tàu,1,strong_match,vũng_tàu,,,6,2.209417,4,4.123179,7,4.935605,True,True,True,True,True,True,False,False,False
Q7,nhà nghỉ giá mềm ở vũng tàu,1000000592992,The Malibu Hotel,Vũng Tàu,1,strong_match,vũng_tàu,,,,,10,3.731821,9,4.861551,False,True,True,False,True,True,False,False,False
Q7,nhà nghỉ giá mềm ở vũng tàu,1000000421574,Seaside Resort Vung Tau,Vũng Tàu,1,strong_match,vũng_tàu,,,,,1,4.190042,10,4.850273,False,True,True,False,True,True,False,False,False
Q7,nhà nghỉ giá mềm ở vũng tàu,9000001203728,IXORA Ho Tram by Fusion,Vũng Tàu,1,strong_match,vũng_tàu,,,9,2.010201,9,3.779366,,,True,True,False,True,True,False,False,False,False
Q7,nhà nghỉ giá mềm ở vũng tàu,1000000429973,Muong Thanh Vung Tau Hotel,Vũng Tàu,1,strong_match,vũng_tàu,,,5,2.384177,,,,,True,False,False,True,False,False,False,False,False
Q7,nhà nghỉ giá mềm ở vũng tàu,1000000473658,Minera Hot Springs Binh Chau,Vũng Tàu,1,strong_match,vũng_tàu,,,,,6,4.053731,,,False,True,False,False,True,False,False,False,False
Q7,nhà nghỉ giá mềm ở vũng tàu,9000000134590,Hong Hai 2 Hotel,Vũng Tàu,1,strong_match,vũng_tàu,,,7,2.184457,,,,,True,False,False,True,False,False,False,False,False
Q7,nhà nghỉ giá mềm ở vũng tàu,9000000961953,Premier Pearl Hotel Vung Tau,Vũng Tàu,0,too_many_negative_signals,vũng_tàu,,,4,2.528066,2,4.175642,1,5.833217,True,True,True,True,True,True,False,False,False
Q7,nhà nghỉ giá mềm ở vũng tàu,9000001202368,Palace Long Hai Resort,Vũng Tàu,0,too_many_negative_signals,vũng_tàu,,,8,2.068533,5,4.115555,4,5.307618,True,True,True,True,True,True,False,False,False
Q7,nhà nghỉ giá mềm ở vũng tàu,1000000427730,Corvin Hotel,Vũng Tàu,0,too_many_negative_signals,vũng_tàu,,,3,2.612901,,,8,4.878964,True,False,True,True,False,True,False,False,False
Q7,nhà nghỉ giá mềm ở vũng tàu,3000020004772,Lan Rung Beach Resort,Vũng Tàu,0,too_many_negative_signals,vũng_tàu,,,10,1.890848,,,,,True,False,False,True,False,False,False,False,False
Q8,khách sạn 4 sao giá tốt ở cần thơ,9000001207029,Khách sạn Goldient Boutique,Lâm Đồng,1,strong_match,,,,7,4.341220,,,1,4.487578,False,False,False,True,False,True,False,False,False
Q8,khách sạn 4 sao giá tốt ở cần thơ,9000003127934,Charmant Suites a Boutique Hotel Can Tho,TP Cần Thơ,1,strong_match,,,,,,,,2,3.584138,False,False,False,False,False,True,False,False,False
Q8,khách sạn 4 sao giá tốt ở cần thơ,9000001152735,Lion 5 Hotel Can Tho,TP Cần Thơ,1,strong_match,,,,,,,,3,3.551989,False,False,False,False,False,True,False,False,False
Q8,khách sạn 4 sao giá tốt ở cần thơ,1000000615976,Flora Hotel Hue,Thành Phố Huế,1,strong_match,,,,,,6,5.190844,4,3.327734,False,False,False,False,True,True,False,False,False
Q8,khách sạn 4 sao giá tốt ở cần thơ,3000020003605,Majestic Premium Hotel,Khánh Hòa,1,strong_match,,,,,,,,5,3.308257,False,False,False,False,False,True,False,False,False
Q8,khách sạn 4 sao giá tốt ở cần thơ,9000005662131,Elegant Hotel Hue,Thành Phố Huế,1,strong_match,,,,,,1,5.510429,6,3.306257,False,False,False,False,True,True,False,False,False
Q8,khách sạn 4 sao giá tốt ở cần thơ,9000000416386,RHM Luxury Hotel And Suite,Thành Phố Đà Nẵng,1,strong_match,,,,,,7,5.184616,7,3.238793,False,False,False,False,True,True,False,False,False
Q8,khách sạn 4 sao giá tốt ở cần thơ,3000020011694,Orchide'es Ocean Hotel,Thành Phố Đà Nẵng,1,strong_match,,,,,,2,5.362913,8,3.217748,False,False,False,False,True,True,False,False,False
Q8,khách sạn 4 sao giá tốt ở cần thơ,9000002456808,Khách sạn Charm Hill Sapa,Lào Cai,1,intent_only_match,,,,10,4.016965,,,9,3.215324,False,False,False,True,False,True,False,False,False
Q8,khách sạn 4 sao giá tốt ở cần thơ,1000000429469,Moonlight Hotel Hue,Thành Phố Huế,1,strong_match,,,,,,9,5.132799,10,3.208675,False,False,False,False,True,True,False,False,False
Q8,khách sạn 4 sao giá tốt ở cần thơ,3000010029869,"Khách sạn LION 8 - Gần Bến Ninh Kiều (~1,2km)",TP Cần Thơ,1,intent_only_match,,,,3,5.442245,,,,,False,False,False,True,False,False,False,False,False
Q8,khách sạn 4 sao giá tốt ở cần thơ,9000007586541,Khách Sạn Lion 15,TP Cần Thơ,1,intent_only_match,,,,4,5.128907,,,,,False,False,False,True,False,False,False,False,False
Q8,khách sạn 4 sao giá tốt ở cần thơ,3000020015989,The Sunriver Boutique Hotel Hue,Thành Phố Huế,1,strong_match,,,,,,8,5.158192,,,False,False,False,False,True,False,False,False,False
Q8,khách sạn 4 sao giá tốt ở cần thơ,9000001136452,Khách sạn Bazan Hotel,Lâm Đồng,1,strong_match,,,,9,4.089604,,,,,False,False,False,True,False,False,False,False,False
Q8,khách sạn 4 sao giá tốt ở cần thơ,3000010025509,Canvas Sapa Legend Hotel,Lào Cai,1,strong_match,,,,,,10,5.067007,,,False,False,False,False,True,False,False,False,False
Q8,khách sạn 4 sao giá tốt ở cần thơ,1000000170888,Century Riverside Hotel Hue,Thành Phố Huế,1,strong_match,,,,,,3,5.318304,,,False,False,False,False,True,False,False,False,False
Q8,khách sạn 4 sao giá tốt ở cần thơ,9000003360645,Khách sạn LION 1 Cần Thơ - Gần Bến Ninh Kiều (~1km),TP Cần Thơ,1,intent_only_match,,,,1,5.655548,,,,,False,False,False,True,False,False,False,False,False
Q8,khách sạn 4 sao giá tốt ở cần thơ,1000000244101,Pilgrimage Village Boutique Resort & Spa,Thành Phố Huế,1,strong_match,,,,,,4,5.308334,,,False,False,False,False,True,False,False,False,False
Q8,khách sạn 4 sao giá tốt ở cần thơ,9000005607117,"Khách sạn LION 12 Cần Thơ - Cách Bến Ninh Kiều (~5,7km)",TP Cần Thơ,1,intent_only_match,,,,2,5.613255,,,,,False,False,False,True,False,False,False,False,False
Q8,khách sạn 4 sao giá tốt ở cần thơ,9000000987511,The Exquisite HaLong Hotel,Quảng Ninh,1,strong_match,,,,,,5,5.197882,,,False,False,False,False,True,False,False,False,False
Q8,khách sạn 4 sao giá tốt ở cần thơ,9000003364468,Khách sạn LION 11 Cần Thơ - Khoản 5 phút đi bộ đến Bến Ninh Kiều,TP Cần Thơ,1,intent_only_match,,,,6,4.898047,,,,,False,False,False,True,False,False,False,False,False
Q8,khách sạn 4 sao giá tốt ở cần thơ,3000010027042,Khách sạn Meraki Boutique,TP Hồ Chí Minh,1,strong_match,,,,8,4.316629,,,,,False,False,False,True,False,False,False,False,False
Q8,khách sạn 4 sao giá tốt ở cần thơ,9000002747094,Khách sạn LION 9 Cần Thơ - Gần Bến Ninh Kiều (~1km),TP Cần Thơ,1,intent_only_match,,,,5,5.000573,,,,,False,False,False,True,False,False,False,False,False
Q9,resort xa hoa ở hội an,9000000928394,Hoi An Memories Resort & Spa,Hội An,1,strong_match,hội_an,luxury,resort,1,6.224649,2,5.564092,1,8.877481,True,True,True,True,True,True,True,True,True
Q9,resort xa hoa ở hội an,9000005501765,Nature Resort Hoi An,Hội An,1,strong_match,hội_an,luxury,resort,4,4.113730,1,5.643469,2,8.483883,True,True,True,True,True,True,True,True,True
Q9,resort xa hoa ở hội an,3000020009874,Sol An Bang Beach Resort & Spa,Hội An,1,strong_match,hội_an,luxury,resort,5,3.306417,3,5.414751,3,8.078734,True,True,True,True,True,True,True,True,True
